pdf,month,keywords_found,repo_link,matched_row
Alzheimer s   Dementia - 2025 - Almeida - Ginseng extract improves synaptic resiliency  A key factor for healthy cognitive.pdf,September,reproducibility; script,none,4
Alzheimer s   Dementia - 2025 - Al‐Amin - Apolipoprotein  4 exacerbates white matter impairment in a mouse model of A .pdf,September,open-source; script,none,5
Alzheimer s   Dementia - 2025 - Andrews - The role of genomic‐informed risk assessments in predicting dementia outcomes.pdf,September,github; open-source; pipeline; repository; reproducibility; script; workflow,https://github.com/AndrewsLabUCSF/GIDRR,6
Alzheimer s   Dementia - 2025 - Bachmann - Predicting cognitive decline with amyloid‐PET  plasma p‐tau217  A 42 40  and.pdf,September,script,none,7
Alzheimer s   Dementia - 2025 - Bangs - Proteomic subtyping of Alzheimer s disease CSF links blood brain barrier.pdf,September,reproducibility; reproducible; script; workflow,none,8
Alzheimer s   Dementia - 2025 - Barber - Modeling presynaptic inhibition by the amyloid precursor protein demonstrates one.pdf,September,script,none,9
Alzheimer s   Dementia - 2025 - Bedford - Alzheimer s disease associated PLCG2 variants alter microglial state and function.pdf,September,script,none,10
Alzheimer s   Dementia - 2025 - Bhembre - Direct evidence for dendritic spine compensation and regeneration in Alzheimer s.pdf,September,script; workflow,none,11
Alzheimer s   Dementia - 2025 - Biel - A systematic comparison of ATN biomarkers for monitoring longitudinal cognitive.pdf,September,github; pipeline; script,none,12
Alzheimer s   Dementia - 2025 - Buchanan - Differential impact of manganese on glutamate clearance  electroencephalography .pdf,September,script,none,13
Alzheimer s   Dementia - 2025 - Chan - Gamma sensory stimulation in mild Alzheimer s dementia  An open‐label extension.pdf,September,script,none,14
Alzheimer s   Dementia - 2025 - Chaunsali - Degradation of perineuronal nets in hippocampal CA2 explains the loss of social.pdf,September,script,none,15
Alzheimer s   Dementia - 2025 - Chen - Lecanemab treatment for Alzheimer s Disease of varying severities and associated.pdf,September,script,none,16
Alzheimer s   Dementia - 2025 - Chong Chie - Neurometabolic and vascular dysfunction as an early diagnostic for Alzheimer s.pdf,September,pipeline; script; workflow,none,17
Alzheimer s   Dementia - 2025 - Coulborn - Combining plasma neurofilament light chain and frontotemporal atrophy improves.pdf,September,repository; script; workflow,none,18
Alzheimer s   Dementia - 2025 - Dacey - Alzheimer s disease multi‐ancestry genome‐wide interaction and stratified study.pdf,September,repository; script,none,19
Alzheimer s   Dementia - 2025 - Dass - Examination of metabolic syndrome in Down syndrome and association with dementia.pdf,September,repository; script,none,20
Alzheimer s   Dementia - 2025 - David - Catecholaminergic nucleus integrity and Alzheimer s pathology  symptoms  and.pdf,September,pipeline,none,21
Alzheimer s   Dementia - 2025 - Dempsey - Validation of a MIND diet screener in older adults.pdf,September,github; repository; script,https://github.com/,22
Alzheimer s   Dementia - 2025 - Diaz - Neurocognitive disorders  depression  and associated factors in younger and older.pdf,September,script,none,23
Alzheimer s   Dementia - 2025 - Doecke - Multivariate models using NULISAseq and plasma p‐tau217 for staging Alzheimer s.pdf,September,workflow,none,24
Alzheimer s   Dementia - 2025 - Dong - Harmful impact of blood lead on the prevalence of Alzheimer s disease among.pdf,September,script,none,25
Alzheimer s   Dementia - 2025 - Du - Tau mediates the impact of amyloid and vascular disease burden on the trajectory of.pdf,September,github; pipeline; script,none,26
Alzheimer s   Dementia - 2025 - Elasfar - Identifying gait differences between Alzheimer s disease and dementia with Lewy.pdf,September,none,none,27
Alzheimer s   Dementia - 2025 - George - The Neighborhoods Study  Examining the social exposome in Alzheimer s disease and.pdf,September,script; workflow,none,28
Alzheimer s   Dementia - 2025 - Goodheart - Towards optimizing the diagnosis of Lewy body dementia  Lessons from the NACC.pdf,September,none,none,29
Alzheimer s   Dementia - 2025 - Goodwin - Classification of AD and bvFTD using neuropsychological and neuropsychiatric.pdf,September,github; repository; script,https://github.com/fchollet/,30
Alzheimer s   Dementia - 2025 - Hayes - The impact of arteriolosclerosis on cognitive impairment in decedents without.pdf,September,repository; reproducibility; script; workflow,none,31
Alzheimer s   Dementia - 2025 - Heffernan - Association between low‐frequency oscillations in blood pressure variability.pdf,September,github; pipeline; script; zenodo,https://github.com/,32
Alzheimer s   Dementia - 2025 - Heikal - The Egyptian Dementia Network  EDN   Baseline characteristics from the first.pdf,September,repository; script,none,33
Alzheimer s   Dementia - 2025 - Hosseinkhani - Plasma and feces multiomics unveil cognition‐associated perturbations of.pdf,September,reproducibility; reproducible; script,none,34
Alzheimer s   Dementia - 2025 - Intzandt - Exploring sex‐specific risk factors in cognitive decline  Insights into.pdf,September,none,none,35
Alzheimer s   Dementia - 2025 - Jacobs - Body mass index and blood volume influence plasma biomarkers and positron emission.pdf,September,open-source; repository; script,none,36
Alzheimer s   Dementia - 2025 - Kang - APOE4 modulates the association between DTI‐ALPS index and Alzheimer s pathologies.pdf,September,pipeline; script,none,37
Alzheimer s   Dementia - 2025 - Katsumi - Dissociable spatial topography of cortical atrophy in early‐onset and late‐onset.pdf,September,pipeline; zenodo,https://zenodo.org/record/5567926,38
Alzheimer s   Dementia - 2025 - Kim - Cerebrospinal fluid proteins in relation to longitudinal cognitive trajectories.pdf,September,github; script,none,39
Alzheimer s   Dementia - 2025 - Kim - Using memory recall response time on digital cognitive testing to detect subtle.pdf,September,script,none,40
Alzheimer s   Dementia - 2025 - Kosa - Differential effects of age and sex on tau pathology propagation in the htau mouse.pdf,September,workflow,none,41
Alzheimer s   Dementia - 2025 - Kuehn - Fecal short‐chain fatty acids vary by sex and amyloid status.pdf,September,pipeline; reproducible,none,42
Alzheimer s   Dementia - 2025 - Kuhn - SCD‐plus features and AD biomarkers in cognitively unimpaired samples  A.pdf,September,script,none,43
Alzheimer s   Dementia - 2025 - Lanskey - Alzheimer s disease and its progression reduce pyramidal cell gain and.pdf,September,github; open source; script,https://github.com/jlansk/dcm_cmc_ntad,44
Alzheimer s   Dementia - 2025 - Lee - Bridging the gap  addressing NACC s evolving cognition batteries across UDS versions.pdf,September,script; workflow,none,45
Alzheimer s   Dementia - 2025 - Lee - Longitudinal plasma proteomics  relation to incident Alzheimer s disease dementia and.pdf,September,pipeline; repository; script; workflow,none,46
Alzheimer s   Dementia - 2025 - Li - Biological and social reproductive factors and late‐life cognitive function in.pdf,September,script,none,47
Alzheimer s   Dementia - 2025 - Li - Entwined processes in Alzheimer s disease  Brain cellular senescence and Alzheimer s.pdf,September,script,none,48
Alzheimer s   Dementia - 2025 - Li - GRPa‐PRS  A risk stratification method to identify genetically‐regulated pathways in.pdf,September,github; pipeline; script; workflow,https://github.com/davidroad/GRPa-PRS,49
Alzheimer s   Dementia - 2025 - Lorenzini - Cortical thickness subtypes in cognitively unimpaired individuals  Differential.pdf,September,github; pipeline; script; workflow; zenodo,https://github.com/rmarkello/abagen,50
Alzheimer s   Dementia - 2025 - Low - Neighborhood deprivation and midlife cognition  Evidence of a modifiable vascular.pdf,September,script,none,51
Alzheimer s   Dementia - 2025 - Manuilova - Elecsys CSF AD immunoassays  Sample stability for a new pre‐analytical protocol.pdf,September,script; workflow,none,52
Alzheimer s   Dementia - 2025 - Masserini - Therapeutic strategies in vascular cognitive impairment  A systematic review.pdf,September,reproducible; script,none,53
Alzheimer s   Dementia - 2025 - Misiura - Not just the medial temporal lobe  Precuneus and posterior cingulate volumes.pdf,September,script,none,54
Alzheimer s   Dementia - 2025 - Naftali - Impact of cerebral small vessel disease on cognitive outcomes in early age at.pdf,September,pipeline; script,none,55
Alzheimer s   Dementia - 2025 - Namdul - Community‐based participatory research on Alzheimer s disease and related-2.pdf,September,script,none,56
Alzheimer s   Dementia - 2025 - Namdul - Community‐based participatory research on Alzheimer s disease and related.pdf,September,script,none,56
Alzheimer s   Dementia - 2025 - Oomens - The Consortium for Clarity in ADRD Research Through Imaging  CLARiTI   Overview of.pdf,September,repository,none,58
Alzheimer s   Dementia - 2025 - Osei - Diagnostic potential of near‐infrared spectroscopy in mild cognitive impairment and.pdf,September,reproducibility; script,none,59
Alzheimer s   Dementia - 2025 - Pascual‐Lucas - Safety  tolerability  immunogenicity  and efficacy of ABvac40 active.pdf,September,script,none,60
Alzheimer s   Dementia - 2025 - Pavlik - Cognitive reserve predicts baseline tau burden in the U S  POINTER trial imaging.pdf,September,repository; script,none,61
Alzheimer s   Dementia - 2025 - Pedersen - Variability of longitudinal sleep monitoring in amyloid‐negative and.pdf,September,pipeline; script,none,62
Alzheimer s   Dementia - 2025 - Rizvi - Does education promote resilience and brain health in those with exceptional.pdf,September,none,none,63
Alzheimer s   Dementia - 2025 - Rotblatt - Impact of regional white matter hyperintensity patterns on cognitive.pdf,September,pipeline; script,none,64
Alzheimer s   Dementia - 2025 - Sachs - Multi‐site video‐based assessment with the NACC UDS‐Version 3 battery  Design and.pdf,September,script,none,65
Alzheimer s   Dementia - 2025 - Santiago‐Mejias - Addressing language challenges in bilingual neuropsychological.pdf,September,script,none,66
Alzheimer s   Dementia - 2025 - Sezgin - Recommendations for the development and use of technology to support people living.pdf,September,open-source; script,none,67
Alzheimer s   Dementia - 2025 - Sugimoto - Efficacy of a multidomain intervention in older adults with vascular risks  The.pdf,September,pipeline; script,none,68
Alzheimer s   Dementia - 2025 - Tanley - Subclinical vascular burden in relation to cognitive decline and impairment  The.pdf,September,script,none,69
Alzheimer s   Dementia - 2025 - Venkatesh - Integrative multi‐omics approaches identify molecular pathways and improve.pdf,September,pipeline; repository; script,none,70
Alzheimer s   Dementia - 2025 - Verberk - Evidence‐based standardized sample handling protocol for accurate blood‐based.pdf,September,repository; script; workflow,none,71
Alzheimer s   Dementia - 2025 - Wisch - Comparison of amyloid chronicity and EYO in autosomal dominant Alzheimer s disease.pdf,September,github; open source; pipeline; script; source code,https://github.com/ysu001/PUP,72
Alzheimer s   Dementia - 2025 - Woo - Plasma p‐tau217 and A 42 40 as markers of A  pathology in the Lewy body continuum.pdf,September,none,none,73
Alzheimer s   Dementia - 2025 - Xiao - Effects of a virtual iSupport Program on carers and people with dementia.pdf,September,script,none,74
Alzheimer s   Dementia - 2025 - Ye - APOE  4 linked effects on clinical features and neuropathology in dementia with Lewy.pdf,September,repository,none,75
Alzheimer s   Dementia - 2025 - Yu - Mitochondrial haplogroups  but not heteroplasmy  are associated with midlife cognitive.pdf,September,github; pipeline; script,none,76
Alzheimer s   Dementia - 2024 - Avila‐Rieger - Early life exposure to structural sexism and late‐life memory trajectories.pdf,October,none,none,2
Alzheimer s   Dementia - 2024 - Devanarayan - Plasma pTau217 ratio predicts continuous regional brain tau accumulation in.pdf,October,github; open-source; pipeline; reproducible; script,https://github.com/gbm-developers/gbm3,3
Alzheimer s   Dementia - 2024 - Kern - White matter free water mediates the associations between placental growth factor .pdf,October,reproducibility; script,none,4
Alzheimer s   Dementia - 2024 - Rea Reyes - Visual read of  F‐18 florquinitau PET that includes and extends beyond the.pdf,October,github; script,none,5
Alzheimer s   Dementia - 2024 - Scarpa - Post mortem validation and mechanistic study of UCB‐J in progressive supranuclear.pdf,October,script,none,6
Alzheimer s   Dementia - 2024 - Yi - Tau pathway‐based gene analysis on PET identifies CLU and FYN in a Korean cohort.pdf,October,pipeline; script,none,7
Alzheimer s   Dementia - 2025 - Arnold - Stratifying dementia risk factors  A prediction model and hypothesis‐driven.pdf,October,osf; pipeline; reproducibility; script,none,8
Alzheimer s   Dementia - 2025 - Azevedo - Motoric cognitive risk syndrome  prevalence and associated sociodemographic and.pdf,October,none,none,9
Alzheimer s   Dementia - 2025 - Baek - The influence of depression onset timing after gastrointestinal diseases on dementia.pdf,October,script,none,10
Alzheimer s   Dementia - 2025 - Balogun - Cross‐cohort validation and cutpoint estimation of the Janssen plasma p‐tau217 .pdf,October,script,none,11
Alzheimer s   Dementia - 2025 - Barahona‐López - Personalized prevention of neurodegenerative diseases  scoping review and.pdf,October,github; osf; script; zenodo,https://github.com/phg-foundation/PROPHET,12
Alzheimer s   Dementia - 2025 - Bittner - Biomarker treatment effects in two phase 3 trials of gantenerumab.pdf,October,pipeline,none,13
Alzheimer s   Dementia - 2025 - Bolton - Increased neuroplastic activity in the pathogenesis of Alzheimer s disease.pdf,October,reproducibility,none,14
Alzheimer s   Dementia - 2025 - Buchholz - The tau isoform 1N4R confers vulnerability of MAPT knockout human iPSC‐derived.pdf,October,pipeline; script; workflow,none,15
Alzheimer s   Dementia - 2025 - Cacciaglia - Soluble A  pathology predicts neurodegeneration and cognitive decline.pdf,October,workflow,none,16
Alzheimer s   Dementia - 2025 - Cai - Educational attainment  A   tau  and structural brain reserve in Alzheimer s disease.pdf,October,none,none,17
Alzheimer s   Dementia - 2025 - Chan - Comparable performance of the NACC Uniform Data Set version 3 neuropsychological.pdf,October,script,none,18
Alzheimer s   Dementia - 2025 - Chen - Challenges in multimorbidity and cognitive function studies  A call for rigorous.pdf,October,none,none,19
Alzheimer s   Dementia - 2025 - Chen - Genetic variation in the Nr1d1 transcription factor binding site shapes.pdf,October,code availability; pipeline; repository; script; workflow,none,20
Alzheimer s   Dementia - 2025 - Chen - Repetitive transcranial magnetic stimulation‐driven modulation of unbiased.pdf,October,script,none,21
Alzheimer s   Dementia - 2025 - Coburn - Human microglia differentially respond to  ‐amyloid  tau  and combined Alzheimer s.pdf,October,github; script; workflow,none,22
Alzheimer s   Dementia - 2025 - Crowley - Development of a core outcome set for clinical trials of interventions to improve.pdf,October,script,none,23
Alzheimer s   Dementia - 2025 - Custodio - Functional capacity in Peruvian people with Alzheimer s disease and.pdf,October,none,none,24
Alzheimer s   Dementia - 2025 - Daniilidou - Enhancing diagnostic precision in Alzheimer s disease  Impact of comorbidities.pdf,October,script,none,25
Alzheimer s   Dementia - 2025 - Devanarayan - Combining CSF MTBR‐tau243 and plasma pTau217 ratio enhances the prediction of.pdf,October,github; open-source; pipeline; reproducibility; script; workflow,https://github.com/gbm-developers/gbm3,26
Alzheimer s   Dementia - 2025 - Dori - Thyroid function and cognitive health  rethinking the relationship between .pdf,October,none,none,27
Alzheimer s   Dementia - 2025 - Dyck - Long‐term safety and efficacy of lecanemab in early Alzheimer s disease  Results.pdf,October,script,none,28
Alzheimer s   Dementia - 2025 - Edwards - Interactive effects of blood brain barrier breakdown and Alzheimer s disease.pdf,October,repository,none,29
Alzheimer s   Dementia - 2025 - Eissman - Genetic regulation of the metabolome differs by sex  Alzheimer s disease stage .pdf,October,github; pipeline; repository; script,https://github.com/jaclyn-eissman/Metabolome-,30
Alzheimer s   Dementia - 2025 - Erani - Neuropsychiatric symptom phenotypes for early detection of risk in older adults.pdf,October,script,none,31
Alzheimer s   Dementia - 2025 - Ghanbarian - Prognostic value of plasma glial fibrillary acidic protein in cognitively.pdf,October,script,none,32
Alzheimer s   Dementia - 2025 - Gomez - Plasma proteomic characterization of motoric cognitive risk and mild cognitive.pdf,October,reproducibility; script,none,33
Alzheimer s   Dementia - 2025 - Goniotaki - Proteomic analysis links truncated tau to lysosome motility  autophagy  and.pdf,October,repository; script; workflow,none,34
Alzheimer s   Dementia - 2025 - Griswold - Generalizability of tau and amyloid plasma biomarkers in Alzheimer s disease.pdf,October,open-source; repository; reproducible; script,none,35
Alzheimer s   Dementia - 2025 - Guglielmo - Chemogenetic manipulation of learning‐tagged neurons is sufficient to rescue.pdf,October,open-source; osf; script,none,36
Alzheimer s   Dementia - 2025 - Havenon - Unraveling disparities in county‐level dementia diagnosis prevalence across the.pdf,October,script,none,37
Alzheimer s   Dementia - 2025 - Hou - Cumulative and variable depression symptom exposure and incident dementia  Panel data.pdf,October,script,none,38
Alzheimer s   Dementia - 2025 - Hovde - Inhibition of Acyl‐CoenzymeA  Cholesterol Acyltransferase 1 promotes shedding of.pdf,October,repository; script,none,39
Alzheimer s   Dementia - 2025 - Humblet‐Baron - A systems immunology analysis of Alzheimer s disease reveals an age‐ and.pdf,October,code availability; github; pipeline; script; source code,https://github.com/rafael-,40
Alzheimer s   Dementia - 2025 - Hyman - Mesoscopic vascular alterations in Alzheimer s disease.pdf,October,open-source; reproducible; reproducible research; script; zenodo,none,41
Alzheimer s   Dementia - 2025 - Jeon - Eligibility for lecanemab and donanemab in Korea under Appropriate Use.pdf,October,pipeline; script,none,42
Alzheimer s   Dementia - 2025 - Kang - Putaminal hypermetabolism identifies Lewy body co‐pathology in Alzheimer s disease.pdf,October,bitbucket; pipeline,none,43
Alzheimer s   Dementia - 2025 - Karahan - Deletion of neuronal Idol ameliorates Alzheimer s disease related pathologies via.pdf,October,pipeline; reproducible; script; workflow,none,44
Alzheimer s   Dementia - 2025 - King - Circadian rhythms and the light‐dark cycle interact to regulate amyloid‐beta plaque.pdf,October,script,none,45
Alzheimer s   Dementia - 2025 - Li - Effect of SSRIs on clinical progression in amnestic mild cognitive impairment.pdf,October,bitbucket; pipeline; script,none,46
Alzheimer s   Dementia - 2025 - Lin - ACLY regulates autolysosome acidification through tubulin acetylation‐mediated.pdf,October,script,none,47
Alzheimer s   Dementia - 2025 - Liu - Plasma proteomic Alzheimer s risk score  Biological age clock and pseudotime.pdf,October,open-source; pipeline; repository; script,none,48
Alzheimer s   Dementia - 2025 - Liu - Sex differences in the association between energy‐adjusted dietary inflammatory index.pdf,October,script,none,49
Alzheimer s   Dementia - 2025 - Magana‐Ramirez - Neuropsychiatric symptoms and emerging dementia in people with Down.pdf,October,script,none,50
Alzheimer s   Dementia - 2025 - Mangalmurti - Microglial CLEC7A restrains amyloid beta plaque pathology in a mouse model of.pdf,October,pipeline; script,none,51
Alzheimer s   Dementia - 2025 - Mani - Later‐life cognitive function at the intersection of gender and occupation across.pdf,October,script,none,52
Alzheimer s   Dementia - 2025 - Marino - Higher vitamin B12 from mid‐ to late life is related to slower rates of cognitive.pdf,October,none,none,53
Alzheimer s   Dementia - 2025 - McCoy - Predicting hospice eligibility among dementia patients using language models.pdf,October,pipeline; script,none,54
Alzheimer s   Dementia - 2025 - McKeever - Polygenic risk discriminates Lewy body dementia from Alzheimer s disease.pdf,October,none,none,55
Alzheimer s   Dementia - 2025 - Menta - MtDNA‐depleted neuronal cell transcriptomes reveal Alzheimer s disease‐related.pdf,October,pipeline; script,none,56
Alzheimer s   Dementia - 2025 - Miners - CSF markers of vascular injury correlate with tau and cognitive decline in early.pdf,October,reproducibility; script,none,57
Alzheimer s   Dementia - 2025 - Mirza - Cognitive profiles at presentation and subsequent cognitive decline and quality of.pdf,October,pipeline; script,none,58
Alzheimer s   Dementia - 2025 - Moored - Blue spaces and incident dementia  Differences by geospatial and historical.pdf,October,script,none,59
Alzheimer s   Dementia - 2025 - Moreno - APOE isoform‐associated tau oligomer polymorphs differ in synaptotoxicity and.pdf,October,script,none,60
Alzheimer s   Dementia - 2025 - Morgan - Dementia Data Landscape 1  Cohorts.pdf,October,repository; script,none,61
Alzheimer s   Dementia - 2025 - Nichols - Estimating cognitive decline in longitudinal studies with high mortality and a.pdf,October,script,none,62
Alzheimer s   Dementia - 2025 - Njamnshi - Tablet‐based Cognitive Assessment Tool  TabCAT  in a multisite study of.pdf,October,pipeline; script,none,63
Alzheimer s   Dementia - 2025 - Oveisgharan - Amyloid beta binding partners in the brain tissue of older adults.pdf,October,none,none,64
Alzheimer s   Dementia - 2025 - Patsyuk - Locus coeruleus‐entorhinal cortex tract integrity is linked to plasma tau and.pdf,October,github; pipeline; script,none,65
Alzheimer s   Dementia - 2025 - Pirraglia - Subtypes of multiple‐etiology dementias and the heterogeneous impact of APOE.pdf,October,repository,none,66
Alzheimer s   Dementia - 2025 - Prufer Q C Araujo - Blood‐based Alzheimer s disease biomarkers in a behavioral neurology.pdf,October,script; workflow,none,67
Alzheimer s   Dementia - 2025 - Pyun - Polygenic risk score predicts pathologically confirmed cerebral amyloid angiopathy.pdf,October,script,none,68
Alzheimer s   Dementia - 2025 - Ramirez - Long‐read sequencing reveals genomic and epigenomic variation in the dark genome.pdf,October,code availability; open source; pipeline; repository; reproducibility; reproducible; script; zenodo,none,69
Alzheimer s   Dementia - 2025 - Renli - EEG‐based information transfer paths during motion discrimination  Detectable.pdf,October,github; reproducible; script,https://github.com/BAWC-Evan-Sun/CCM-Implement,70
Alzheimer s   Dementia - 2025 - Rong - Real‐world prediction of early‐onset dementia by health record data  A multi‐center.pdf,October,script; workflow,none,71
Alzheimer s   Dementia - 2025 - Rousset - Genetic and environmental contributions to variation in plasma phosphorylated tau.pdf,October,script,none,72
Alzheimer s   Dementia - 2025 - Russo - Predicting conversion in cognitively normal and mild cognitive impairment.pdf,October,github; open-source; repository; script; workflow,https://github.com/shap/shap,73
Alzheimer s   Dementia - 2025 - Saha - Access of medication review for people living with dementia  An analysis of.pdf,October,script,none,74
Alzheimer s   Dementia - 2025 - Saracino - Quantifying multimodal longitudinal brain changes in presymptomatic C9orf72.pdf,October,github; pipeline; reproducibility; script,https://github.com/Vince-LD/DWEZ,75
Alzheimer s   Dementia - 2025 - Sarwar - Identifying dementia risk profiles for targeted interventions  A latent class.pdf,October,none,none,76
Alzheimer s   Dementia - 2025 - Sekiya - Association between visual hallucinations and  ‐synuclein oligomers in patients.pdf,October,none,none,77
Alzheimer s   Dementia - 2025 - Sideman - Facilitators and challenges in the implementation of the Care Ecosystem at six.pdf,October,pipeline; script; workflow,none,78
Alzheimer s   Dementia - 2025 - Singh - Neighborhood support as a protective factor for cognition  Associations with sleep .pdf,October,script,none,79
Alzheimer s   Dementia - 2025 - Spoto - Quantifying diagnostic signal decay in dementia  a national study of Medicare.pdf,October,github; pipeline; repository; script; workflow,https://github.com/jhuegel/tSPMPlus_R,80
Alzheimer s   Dementia - 2025 - Suemoto - Apolipoprotein E and Alzheimer s disease pathology in a diverse autopsy study.pdf,October,script,none,81
Alzheimer s   Dementia - 2025 - Sundaresh - PP2A methylesterase  PME‐1  and PP2A methyltransferase  LCMT‐1  control.pdf,October,none,none,82
Alzheimer s   Dementia - 2025 - Tambo - Vasoactive neuropeptide dysregulation  A novel mechanism of microvascular.pdf,October,script; workflow,none,83
Alzheimer s   Dementia - 2025 - Tu - Subjective sleep characteristics in non‐demented adults  domain‐specific associations.pdf,October,script,none,84
Alzheimer s   Dementia - 2025 - Um - Neuroimaging correlates and biomarker performance of a fully automated plasma p‐tau217.pdf,October,pipeline; script,none,85
Alzheimer s   Dementia - 2025 - Uzun - APOE  4 disrupts neuronal and network‐level function in the anterior olfactory.pdf,October,script,none,86
Alzheimer s   Dementia - 2025 - VandeBunte - Plasma placental growth factor as a susceptibility biomarker for longitudinal.pdf,October,reproducible,none,87
Alzheimer s   Dementia - 2025 - Vázquez‐Oliver - Targeting dysregulated CB1 receptors in a Down syndrome mouse model.pdf,October,script,none,88
Alzheimer s   Dementia - 2025 - Wu - Combined use of plasma p‐tau217  NfL  and GFAP predicts domain‐specific cognitive.pdf,October,repository,none,89
Alzheimer s   Dementia - 2025 - Xu - Polygenic scores of Core 1 Alzheimer s disease biomarkers predict early cognitive and.pdf,October,reproducibility; script,none,90
Alzheimer s   Dementia - 2025 - Ye - Regional cortical network atrophy predicts progression to dementia in the Lewy body.pdf,October,script,none,91
Alzheimer s   Dementia - 2025 - Yu - Roles of blood monocytes carrying TREM2R47H mutation in pathogenesis of Alzheimer s.pdf,October,script,none,92
Alzheimer s   Dementia - 2025 - Zahra - In an older‐age vascular cohort  carotid stenosis is associated with processing.pdf,October,code availability; repository,none,93
Alzheimer s   Dementia - 2024 - Dintica - Life s Essential 8 and midlife trajectories in cognition and brain health  The.pdf,November,script,none,2
Alzheimer s   Dementia - 2024 - Kantarci - Premenopausal bilateral oophorectomy and Alzheimer s disease imaging biomarkers.pdf,November,pipeline; script,none,3
Alzheimer s   Dementia - 2025 - Abhyankar - Retinal dysfunction in APOE4 knock‐in mouse model of Alzheimer s disease.pdf,November,script,none,4
Alzheimer s   Dementia - 2025 - Acharya - Sex‐stratified genome‐wide meta‐analysis identifies novel loci for cognitive.pdf,November,repository; script,none,5
Alzheimer s   Dementia - 2025 - Ashton - The Alzheimer s Association Global Biomarker Standardization Consortium  GBSC .pdf,November,script; workflow,none,6
Alzheimer s   Dementia - 2025 - Benussi - Plasma p‐tau217 and neurofilament p‐tau217 ratio in differentiating Alzheimer s.pdf,November,workflow,none,7
Alzheimer s   Dementia - 2025 - Biswas - Association of late‐life variability in hemoglobin A1C with postmortem.pdf,November,script,none,8
Alzheimer s   Dementia - 2025 - Bondonno - Source‐specific nitrate intake and incident dementia in the Danish Diet  Cancer.pdf,November,script,none,9
Alzheimer s   Dementia - 2025 - Brodman - Plasma biomarkers  brain amyloid‐beta pathology  and cortical thickness in a.pdf,November,reproducibility; script,none,10
Alzheimer s   Dementia - 2025 - Cary - Integrated phenotypic and proteomic screening identifies top‐tier Alzheimer s.pdf,November,github; pipeline; repository; script; workflow,none,11
Alzheimer s   Dementia - 2025 - Castellano - APOE  ABCA7  and RASGEF1C are associated with earlier onset of amyloid.pdf,November,open source; pipeline; script,none,12
Alzheimer s   Dementia - 2025 - Chen - Accelerometer‐measured weekend catch‐up sleep and incident dementia  A prospective.pdf,November,script,none,13
Alzheimer s   Dementia - 2025 - Cheng - The associations between midlife neighborhood socioeconomic conditions and.pdf,November,script,none,14
Alzheimer s   Dementia - 2025 - Coley - Searching for responders to multidomain dementia prevention in late life  A pooled.pdf,November,none,none,15
Alzheimer s   Dementia - 2025 - Colloby - Cerebral metabolic covariance in delirium  pattern response to symptomatic.pdf,November,reproducibility; reproducible,none,16
Alzheimer s   Dementia - 2025 - Counts - Posterior cingulate cortex microRNA dysregulation differentiates cognitive.pdf,November,script,none,17
Alzheimer s   Dementia - 2025 - Datta - The etiology and prevention of early‐stage tau pathology in higher cortical.pdf,November,pipeline; script,none,18
Alzheimer s   Dementia - 2025 - Dellarole - Detection of TDP‐43 seeds in CSF of presymptomatic and symptomatic genetic FTD.pdf,November,reproducibility; script,none,19
Alzheimer s   Dementia - 2025 - Fang - Detecting Alzheimer s disease using digital virtual reality cognitive tests.pdf,November,script,none,20
Alzheimer s   Dementia - 2025 - Galvin - Phase 2 study of zervimesine  CT1812  in participants with mild‐to‐moderate.pdf,November,script,none,21
Alzheimer s   Dementia - 2025 - Genius - Compositional brain scores capture Alzheimer s disease specific structural brain.pdf,November,pipeline; script; workflow,none,22
Alzheimer s   Dementia - 2025 - He - Development of language composites for enhanced sensitivity to multiple plasma.pdf,November,script,none,23
Alzheimer s   Dementia - 2025 - Janve - Blood gene expression network expression strongly relates to brain amyloid burden.pdf,November,pipeline; script,none,24
Alzheimer s   Dementia - 2025 - Jauregi‐Zinkunegi - Menopausal hormone therapy is associated with worse levels of Alzheimer.pdf,November,none,none,25
Alzheimer s   Dementia - 2025 - Jiang - Malnutrition exacerbating neuropsychiatric symptoms on the Alzheimer s continuum is.pdf,November,github; script,none,26
Alzheimer s   Dementia - 2025 - Jin - Association of rapid eye movement sleep latency with multimodal biomarkers of.pdf,November,script,none,27
Alzheimer s   Dementia - 2025 - Kang - Intracranial stenosis and longitudinal progression of Alzheimer s disease.pdf,November,script,none,28
Alzheimer s   Dementia - 2025 - Kemna - Acute effects of lactate infusion on metabolism  AD biomarkers  and cognition  The.pdf,November,script,none,29
Alzheimer s   Dementia - 2025 - Khachaturian - Perspective  Emerging challenges for a future ADNI.pdf,November,none,none,30
Alzheimer s   Dementia - 2025 - Kranz - Identification of a glia‐associated amyloid   oligomer subtype and the rescue from.pdf,November,none,none,31
Alzheimer s   Dementia - 2025 - Li - Estimated pulse wave velocity associated with cognitive phenotypes in a rural older.pdf,November,reproducible; script,none,32
Alzheimer s   Dementia - 2025 - Lin - White matter hyperintensity modulates the amyloid‐tau‐cognition association and.pdf,November,script,none,33
Alzheimer s   Dementia - 2025 - Liou - A neuropathology case report of a woman with Down syndrome who remained cognitively.pdf,November,script,none,34
