month,row,doi,first_author,first_author_gender,last_author,last_author_gender,status
December,36,10.1002/alz.14493,Antonija Kolobaric,Female,Helmet T. Karim,Unknown,ok
December,37,10.1002/alz.14501,Morteza Kouhsar,Male,Katie Lunnon,Female,ok
December,38,10.1002/alz.14550,Guoyu Lan,Androgynous,Tengfei Guo,Androgynous,ok
December,39,10.1002/alz.14566,Sun Min Lee,Androgynous,the Longitudinal study of Early onset dementia And Family members (LEAF) investigators,Female,ok
December,40,10.1002/alz.14528,Antoine Leuzy,Male,Gill Farrar,Female,ok
December,41,10.1002/alz.14539,Ying Liu,Androgynous,Soeren Mattke,Unknown,ok
December,42,10.1002/alz.14540,Liwei Ma,Androgynous,Yijun Pan,Androgynous,ok
December,43,10.1002/alz.14561,Jeannette R. Mahoney,Female,Joe Verghese,Male,ok
December,44,10.1002/alz.14571,Elijah Mak,Male,for the Alzheimer's Disease Neuroimaging Initiative,Unknown,ok
December,45,10.1002/alz.14630,Molly Memel,Female,the ALLFTD Consortium,Female,ok
December,46,10.1002/alz.14505,Jayakumar Menon,Unknown,Jyothsna Devi Kuchipudi,Unknown,ok
December,47,10.1002/alz.14523,Erika Meza,Female,Jacqueline M. Torres,Female,ok
December,48,10.1002/alz.14517,So Young Moon,Androgynous,Seong Hye Choi,Androgynous,ok
December,49,10.1002/alz.14527,Cyprian M. Mostert,Male,Zul Merali,Unknown,ok
December,50,10.1002/alz.14514,Christian Myrstad,Male,Geir Selbæk,Male,ok
December,51,10.1002/alz.14562,Emma Nichols,Female,Jaqueline M. Torres,Female,ok
December,52,10.1002/alz.14515,Stefania Pezzoli,Female,William J. Jagust,Male,ok
December,53,10.1002/alz.14552,Miao Ren,Androgynous,Xiangning Li,Androgynous,ok
December,54,10.1002/alz.14564,Bayard Rogers,Unknown,Bayard Rogers,Unknown,ok
December,55,10.1002/alz.14545,Luisa Sophie Schneider,Female,Oliver Peters,Male,ok
December,56,10.1002/alz.14512,Michael Sewell,Male,Axel Montagne,Male,ok
December,57,10.1002/alz.14524,Teresa Filshtein Sönmez,Female,for the Alzheimer's Disease Neuroimaging Initiative,Unknown,ok
December,58,10.1002/alz.14538,Ibrahim Abdu Wakawa,Male,Mahmoud Bukar Maina,Male,ok
December,59,10.1002/alz.14547,Boye Wen,Male,Cuibai Wei,Unknown,ok
December,60,10.1002/alz.14498,Qi Xu,Androgynous,He‐Zhou Huang,Unknown,ok
December,61,10.1002/alz.14529,Ziming Xu,Androgynous,Huijun Chen,Androgynous,ok
December,62,10.1002/alz.14537,Yara Yakoub,Female,PREVENT−AD Research Group,Unknown,ok
December,63,10.1002/alz.14499,Jafar Zamani,Male,for the Alzheimer's Disease Neuroimaging Initiative,Unknown,ok
December,64,10.1002/alz.14535,Xuemei Zeng,Androgynous,Thomas K. Karikari,Male,ok
December,65,10.1002/alz.14496,Wei Zhang,Androgynous,Lily Wang,Female,ok
December,66,10.1002/alz.14536,Xiaomei Zhong,Androgynous,Yuping Ning,Androgynous,ok
