pdf,month,datasets_found,matched_row
Alzheimer s   Dementia - 2025 - Intzandt - Exploring sex‐specific risk factors in cognitive decline  Insights into.pdf,September,UK Biobank; PREVENT-AD,35
Alzheimer s   Dementia - 2025 - Jacobs - Body mass index and blood volume influence plasma biomarkers and positron emission.pdf,September,ADNI,36
Alzheimer s   Dementia - 2025 - Kang - APOE4 modulates the association between DTI‐ALPS index and Alzheimer s pathologies.pdf,September,KBASE,37
Alzheimer s   Dementia - 2025 - Katsumi - Dissociable spatial topography of cortical atrophy in early‐onset and late‐onset.pdf,September,NACC; ADNI; MAPT,38
Alzheimer s   Dementia - 2025 - Kim - Cerebrospinal fluid proteins in relation to longitudinal cognitive trajectories.pdf,September,ADNI,39
Alzheimer s   Dementia - 2025 - Kim - Using memory recall response time on digital cognitive testing to detect subtle.pdf,September,none,40
Alzheimer s   Dementia - 2025 - Kosa - Differential effects of age and sex on tau pathology propagation in the htau mouse.pdf,September,MAPT,41
Alzheimer s   Dementia - 2025 - Kuehn - Fecal short‐chain fatty acids vary by sex and amyloid status.pdf,September,WRAP,42
Alzheimer s   Dementia - 2025 - Kuhn - SCD‐plus features and AD biomarkers in cognitively unimpaired samples  A.pdf,September,WRAP; ADNI; AIBL; A4 Study; DELCODE,43
Alzheimer s   Dementia - 2025 - Lanskey - Alzheimer s disease and its progression reduce pyramidal cell gain and.pdf,September,none,44
Alzheimer s   Dementia - 2025 - Lee - Bridging the gap  addressing NACC s evolving cognition batteries across UDS versions.pdf,September,NACC; ADNI; ADSP,45
Alzheimer s   Dementia - 2025 - Lee - Longitudinal plasma proteomics  relation to incident Alzheimer s disease dementia and.pdf,September,ADNI,46
Alzheimer s   Dementia - 2025 - Li - Biological and social reproductive factors and late‐life cognitive function in.pdf,September,UK Biobank,47
Alzheimer s   Dementia - 2025 - Li - Entwined processes in Alzheimer s disease  Brain cellular senescence and Alzheimer s.pdf,September,none,48
Alzheimer s   Dementia - 2025 - Li - GRPa‐PRS  A risk stratification method to identify genetically‐regulated pathways in.pdf,September,ADNI; UK Biobank; MSBB,49
Alzheimer s   Dementia - 2025 - Lorenzini - Cortical thickness subtypes in cognitively unimpaired individuals  Differential.pdf,September,EPAD,50
Alzheimer s   Dementia - 2025 - Low - Neighborhood deprivation and midlife cognition  Evidence of a modifiable vascular.pdf,September,UK Biobank,51
Alzheimer s   Dementia - 2025 - Manuilova - Elecsys CSF AD immunoassays  Sample stability for a new pre‐analytical protocol.pdf,September,ADNI,52
Alzheimer s   Dementia - 2025 - Masserini - Therapeutic strategies in vascular cognitive impairment  A systematic review.pdf,September,none,53
Alzheimer s   Dementia - 2025 - Misiura - Not just the medial temporal lobe  Precuneus and posterior cingulate volumes.pdf,September,none,54
Alzheimer s   Dementia - 2025 - Naftali - Impact of cerebral small vessel disease on cognitive outcomes in early age at.pdf,September,NACC,55
Alzheimer s   Dementia - 2025 - Namdul - Community‐based participatory research on Alzheimer s disease and related-2.pdf,September,LASI-DAD,56
Alzheimer s   Dementia - 2025 - Namdul - Community‐based participatory research on Alzheimer s disease and related.pdf,September,LASI-DAD,56
Alzheimer s   Dementia - 2025 - Oomens - The Consortium for Clarity in ADRD Research Through Imaging  CLARiTI   Overview of.pdf,September,NACC,58
Alzheimer s   Dementia - 2025 - Osei - Diagnostic potential of near‐infrared spectroscopy in mild cognitive impairment and.pdf,September,none,59
Alzheimer s   Dementia - 2025 - Pascual‐Lucas - Safety  tolerability  immunogenicity  and efficacy of ABvac40 active.pdf,September,none,60
Alzheimer s   Dementia - 2025 - Pavlik - Cognitive reserve predicts baseline tau burden in the U S  POINTER trial imaging.pdf,September,UK Biobank,61
Alzheimer s   Dementia - 2025 - Pedersen - Variability of longitudinal sleep monitoring in amyloid‐negative and.pdf,September,NACC,62
Alzheimer s   Dementia - 2025 - Rizvi - Does education promote resilience and brain health in those with exceptional.pdf,September,ADNI,63
Alzheimer s   Dementia - 2025 - Rotblatt - Impact of regional white matter hyperintensity patterns on cognitive.pdf,September,NACC; ADNI,64
Alzheimer s   Dementia - 2025 - Sachs - Multi‐site video‐based assessment with the NACC UDS‐Version 3 battery  Design and.pdf,September,NACC,65
Alzheimer s   Dementia - 2025 - Santiago‐Mejias - Addressing language challenges in bilingual neuropsychological.pdf,September,NACC,66
Alzheimer s   Dementia - 2025 - Sezgin - Recommendations for the development and use of technology to support people living.pdf,September,none,67
Alzheimer s   Dementia - 2025 - Sugimoto - Efficacy of a multidomain intervention in older adults with vascular risks  The.pdf,September,MAPT,68
Alzheimer s   Dementia - 2025 - Tanley - Subclinical vascular burden in relation to cognitive decline and impairment  The.pdf,September,none,69
Alzheimer s   Dementia - 2025 - Venkatesh - Integrative multi‐omics approaches identify molecular pathways and improve.pdf,September,Knight ADRC; WHICAP; NACC; WRAP; ADNI; ADSP; A4 Study; KBASE,70
Alzheimer s   Dementia - 2025 - Verberk - Evidence‐based standardized sample handling protocol for accurate blood‐based.pdf,September,none,71
Alzheimer s   Dementia - 2025 - Wisch - Comparison of amyloid chronicity and EYO in autosomal dominant Alzheimer s disease.pdf,September,none,72
Alzheimer s   Dementia - 2025 - Woo - Plasma p‐tau217 and A 42 40 as markers of A  pathology in the Lewy body continuum.pdf,September,none,73
Alzheimer s   Dementia - 2025 - Xiao - Effects of a virtual iSupport Program on carers and people with dementia.pdf,September,none,74
Alzheimer s   Dementia - 2025 - Ye - APOE  4 linked effects on clinical features and neuropathology in dementia with Lewy.pdf,September,NACC,75
Alzheimer s   Dementia - 2025 - Yu - Mitochondrial haplogroups  but not heteroplasmy  are associated with midlife cognitive.pdf,September,UK Biobank,76
Alzheimer s   Dementia - 2024 - Avila‐Rieger - Early life exposure to structural sexism and late‐life memory trajectories.pdf,October,WHICAP,2
Alzheimer s   Dementia - 2024 - Devanarayan - Plasma pTau217 ratio predicts continuous regional brain tau accumulation in.pdf,October,ADNI; AIBL,3
Alzheimer s   Dementia - 2024 - Kern - White matter free water mediates the associations between placental growth factor .pdf,October,none,4
Alzheimer s   Dementia - 2024 - Rea Reyes - Visual read of  F‐18 florquinitau PET that includes and extends beyond the.pdf,October,NACC; WRAP,5
Alzheimer s   Dementia - 2024 - Scarpa - Post mortem validation and mechanistic study of UCB‐J in progressive supranuclear.pdf,October,UK Biobank,6
Alzheimer s   Dementia - 2024 - Yi - Tau pathway‐based gene analysis on PET identifies CLU and FYN in a Korean cohort.pdf,October,MAPT; KBASE,7
Alzheimer s   Dementia - 2025 - Arnold - Stratifying dementia risk factors  A prediction model and hypothesis‐driven.pdf,October,NACC,8
Alzheimer s   Dementia - 2025 - Azevedo - Motoric cognitive risk syndrome  prevalence and associated sociodemographic and.pdf,October,none,9
Alzheimer s   Dementia - 2025 - Baek - The influence of depression onset timing after gastrointestinal diseases on dementia.pdf,October,UK Biobank,10
Alzheimer s   Dementia - 2025 - Balogun - Cross‐cohort validation and cutpoint estimation of the Janssen plasma p‐tau217 .pdf,October,none,11
Alzheimer s   Dementia - 2025 - Barahona‐López - Personalized prevention of neurodegenerative diseases  scoping review and.pdf,October,none,12
Alzheimer s   Dementia - 2025 - Bittner - Biomarker treatment effects in two phase 3 trials of gantenerumab.pdf,October,ADNI,13
Alzheimer s   Dementia - 2025 - Bolton - Increased neuroplastic activity in the pathogenesis of Alzheimer s disease.pdf,October,ADNI,14
Alzheimer s   Dementia - 2025 - Buchholz - The tau isoform 1N4R confers vulnerability of MAPT knockout human iPSC‐derived.pdf,October,MAPT,15
Alzheimer s   Dementia - 2025 - Cacciaglia - Soluble A  pathology predicts neurodegeneration and cognitive decline.pdf,October,AIBL; ALFA; EPAD,16
Alzheimer s   Dementia - 2025 - Cai - Educational attainment  A   tau  and structural brain reserve in Alzheimer s disease.pdf,October,ADNI,17
Alzheimer s   Dementia - 2025 - Chan - Comparable performance of the NACC Uniform Data Set version 3 neuropsychological.pdf,October,NACC,18
Alzheimer s   Dementia - 2025 - Chen - Challenges in multimorbidity and cognitive function studies  A call for rigorous.pdf,October,none,19
Alzheimer s   Dementia - 2025 - Chen - Genetic variation in the Nr1d1 transcription factor binding site shapes.pdf,October,ADSP,20
Alzheimer s   Dementia - 2025 - Chen - Repetitive transcranial magnetic stimulation‐driven modulation of unbiased.pdf,October,none,21
Alzheimer s   Dementia - 2025 - Coburn - Human microglia differentially respond to  ‐amyloid  tau  and combined Alzheimer s.pdf,October,none,22
Alzheimer s   Dementia - 2025 - Crowley - Development of a core outcome set for clinical trials of interventions to improve.pdf,October,none,23
Alzheimer s   Dementia - 2025 - Custodio - Functional capacity in Peruvian people with Alzheimer s disease and.pdf,October,BrainLat,24
Alzheimer s   Dementia - 2025 - Daniilidou - Enhancing diagnostic precision in Alzheimer s disease  Impact of comorbidities.pdf,October,none,25
Alzheimer s   Dementia - 2025 - Devanarayan - Combining CSF MTBR‐tau243 and plasma pTau217 ratio enhances the prediction of.pdf,October,none,26
Alzheimer s   Dementia - 2025 - Dori - Thyroid function and cognitive health  rethinking the relationship between .pdf,October,ADNI,27
Alzheimer s   Dementia - 2025 - Dyck - Long‐term safety and efficacy of lecanemab in early Alzheimer s disease  Results.pdf,October,ADNI,28
Alzheimer s   Dementia - 2025 - Edwards - Interactive effects of blood brain barrier breakdown and Alzheimer s disease.pdf,October,none,29
Alzheimer s   Dementia - 2025 - Eissman - Genetic regulation of the metabolome differs by sex  Alzheimer s disease stage .pdf,October,none,30
Alzheimer s   Dementia - 2025 - Erani - Neuropsychiatric symptom phenotypes for early detection of risk in older adults.pdf,October,NACC,31
Alzheimer s   Dementia - 2025 - Ghanbarian - Prognostic value of plasma glial fibrillary acidic protein in cognitively.pdf,October,A4 Study,32
Alzheimer s   Dementia - 2025 - Gomez - Plasma proteomic characterization of motoric cognitive risk and mild cognitive.pdf,October,none,33
Alzheimer s   Dementia - 2025 - Goniotaki - Proteomic analysis links truncated tau to lysosome motility  autophagy  and.pdf,October,none,34
Alzheimer s   Dementia - 2025 - Griswold - Generalizability of tau and amyloid plasma biomarkers in Alzheimer s disease.pdf,October,WHICAP; ADNI,35
Alzheimer s   Dementia - 2025 - Guglielmo - Chemogenetic manipulation of learning‐tagged neurons is sufficient to rescue.pdf,October,none,36
Alzheimer s   Dementia - 2025 - Havenon - Unraveling disparities in county‐level dementia diagnosis prevalence across the.pdf,October,none,37
Alzheimer s   Dementia - 2025 - Hou - Cumulative and variable depression symptom exposure and incident dementia  Panel data.pdf,October,none,38
Alzheimer s   Dementia - 2025 - Hovde - Inhibition of Acyl‐CoenzymeA  Cholesterol Acyltransferase 1 promotes shedding of.pdf,October,none,39
Alzheimer s   Dementia - 2025 - Humblet‐Baron - A systems immunology analysis of Alzheimer s disease reveals an age‐ and.pdf,October,none,40
Alzheimer s   Dementia - 2025 - Hyman - Mesoscopic vascular alterations in Alzheimer s disease.pdf,October,none,41
Alzheimer s   Dementia - 2025 - Jeon - Eligibility for lecanemab and donanemab in Korea under Appropriate Use.pdf,October,NACC,42
Alzheimer s   Dementia - 2025 - Kang - Putaminal hypermetabolism identifies Lewy body co‐pathology in Alzheimer s disease.pdf,October,ADNI,43
Alzheimer s   Dementia - 2025 - Karahan - Deletion of neuronal Idol ameliorates Alzheimer s disease related pathologies via.pdf,October,none,44
Alzheimer s   Dementia - 2025 - King - Circadian rhythms and the light‐dark cycle interact to regulate amyloid‐beta plaque.pdf,October,PREVENT-AD,45
Alzheimer s   Dementia - 2025 - Li - Effect of SSRIs on clinical progression in amnestic mild cognitive impairment.pdf,October,ADNI,46
Alzheimer s   Dementia - 2025 - Lin - ACLY regulates autolysosome acidification through tubulin acetylation‐mediated.pdf,October,MAPT,47
Alzheimer s   Dementia - 2025 - Liu - Plasma proteomic Alzheimer s risk score  Biological age clock and pseudotime.pdf,October,Knight ADRC; ADNI; EPAD,48
Alzheimer s   Dementia - 2025 - Liu - Sex differences in the association between energy‐adjusted dietary inflammatory index.pdf,October,none,49
Alzheimer s   Dementia - 2025 - Magana‐Ramirez - Neuropsychiatric symptoms and emerging dementia in people with Down.pdf,October,NACC,50
Alzheimer s   Dementia - 2025 - Mangalmurti - Microglial CLEC7A restrains amyloid beta plaque pathology in a mouse model of.pdf,October,none,51
Alzheimer s   Dementia - 2025 - Mani - Later‐life cognitive function at the intersection of gender and occupation across.pdf,October,LASI-DAD,52
Alzheimer s   Dementia - 2025 - Marino - Higher vitamin B12 from mid‐ to late life is related to slower rates of cognitive.pdf,October,ADSP,53
Alzheimer s   Dementia - 2025 - McCoy - Predicting hospice eligibility among dementia patients using language models.pdf,October,none,54
Alzheimer s   Dementia - 2025 - McKeever - Polygenic risk discriminates Lewy body dementia from Alzheimer s disease.pdf,October,none,55
Alzheimer s   Dementia - 2025 - Menta - MtDNA‐depleted neuronal cell transcriptomes reveal Alzheimer s disease‐related.pdf,October,MAPT,56
Alzheimer s   Dementia - 2025 - Miners - CSF markers of vascular injury correlate with tau and cognitive decline in early.pdf,October,ADNI,57
Alzheimer s   Dementia - 2025 - Mirza - Cognitive profiles at presentation and subsequent cognitive decline and quality of.pdf,October,none,58
Alzheimer s   Dementia - 2025 - Moored - Blue spaces and incident dementia  Differences by geospatial and historical.pdf,October,none,59
Alzheimer s   Dementia - 2025 - Moreno - APOE isoform‐associated tau oligomer polymorphs differ in synaptotoxicity and.pdf,October,none,60
Alzheimer s   Dementia - 2025 - Morgan - Dementia Data Landscape 1  Cohorts.pdf,October,ROSMAP; UK Biobank,61
Alzheimer s   Dementia - 2025 - Nichols - Estimating cognitive decline in longitudinal studies with high mortality and a.pdf,October,LASI-DAD,62
Alzheimer s   Dementia - 2025 - Njamnshi - Tablet‐based Cognitive Assessment Tool  TabCAT  in a multisite study of.pdf,October,NACC; ADNI,63
Alzheimer s   Dementia - 2025 - Oveisgharan - Amyloid beta binding partners in the brain tissue of older adults.pdf,October,ROSMAP,64
Alzheimer s   Dementia - 2025 - Patsyuk - Locus coeruleus‐entorhinal cortex tract integrity is linked to plasma tau and.pdf,October,none,65
Alzheimer s   Dementia - 2025 - Pirraglia - Subtypes of multiple‐etiology dementias and the heterogeneous impact of APOE.pdf,October,NACC,66
Alzheimer s   Dementia - 2025 - Prufer Q C Araujo - Blood‐based Alzheimer s disease biomarkers in a behavioral neurology.pdf,October,none,67
Alzheimer s   Dementia - 2025 - Pyun - Polygenic risk score predicts pathologically confirmed cerebral amyloid angiopathy.pdf,October,ADNI,68
Alzheimer s   Dementia - 2025 - Ramirez - Long‐read sequencing reveals genomic and epigenomic variation in the dark genome.pdf,October,MAPT; ADSP,69
Alzheimer s   Dementia - 2025 - Renli - EEG‐based information transfer paths during motion discrimination  Detectable.pdf,October,NACC,70
Alzheimer s   Dementia - 2025 - Rong - Real‐world prediction of early‐onset dementia by health record data  A multi‐center.pdf,October,UK Biobank,71
Alzheimer s   Dementia - 2025 - Rousset - Genetic and environmental contributions to variation in plasma phosphorylated tau.pdf,October,none,72
Alzheimer s   Dementia - 2025 - Russo - Predicting conversion in cognitively normal and mild cognitive impairment.pdf,October,ADNI,73
Alzheimer s   Dementia - 2025 - Saha - Access of medication review for people living with dementia  An analysis of.pdf,October,none,74
Alzheimer s   Dementia - 2025 - Saracino - Quantifying multimodal longitudinal brain changes in presymptomatic C9orf72.pdf,October,NACC,75
Alzheimer s   Dementia - 2025 - Sarwar - Identifying dementia risk profiles for targeted interventions  A latent class.pdf,October,UK Biobank,76
Alzheimer s   Dementia - 2025 - Sekiya - Association between visual hallucinations and  ‐synuclein oligomers in patients.pdf,October,none,77
Alzheimer s   Dementia - 2025 - Sideman - Facilitators and challenges in the implementation of the Care Ecosystem at six.pdf,October,none,78
Alzheimer s   Dementia - 2025 - Singh - Neighborhood support as a protective factor for cognition  Associations with sleep .pdf,October,none,79
Alzheimer s   Dementia - 2025 - Spoto - Quantifying diagnostic signal decay in dementia  a national study of Medicare.pdf,October,none,80
Alzheimer s   Dementia - 2025 - Suemoto - Apolipoprotein E and Alzheimer s disease pathology in a diverse autopsy study.pdf,October,NACC,81
Alzheimer s   Dementia - 2025 - Sundaresh - PP2A methylesterase  PME‐1  and PP2A methyltransferase  LCMT‐1  control.pdf,October,none,82
Alzheimer s   Dementia - 2025 - Tambo - Vasoactive neuropeptide dysregulation  A novel mechanism of microvascular.pdf,October,none,83
Alzheimer s   Dementia - 2025 - Tu - Subjective sleep characteristics in non‐demented adults  domain‐specific associations.pdf,October,none,84
Alzheimer s   Dementia - 2025 - Um - Neuroimaging correlates and biomarker performance of a fully automated plasma p‐tau217.pdf,October,none,85
Alzheimer s   Dementia - 2025 - Uzun - APOE  4 disrupts neuronal and network‐level function in the anterior olfactory.pdf,October,none,86
Alzheimer s   Dementia - 2025 - VandeBunte - Plasma placental growth factor as a susceptibility biomarker for longitudinal.pdf,October,none,87
Alzheimer s   Dementia - 2025 - Vázquez‐Oliver - Targeting dysregulated CB1 receptors in a Down syndrome mouse model.pdf,October,UK Biobank,88
Alzheimer s   Dementia - 2025 - Wu - Combined use of plasma p‐tau217  NfL  and GFAP predicts domain‐specific cognitive.pdf,October,NACC; ADNI,89
Alzheimer s   Dementia - 2025 - Xu - Polygenic scores of Core 1 Alzheimer s disease biomarkers predict early cognitive and.pdf,October,WHICAP; WRAP; ADNI,90
Alzheimer s   Dementia - 2025 - Ye - Regional cortical network atrophy predicts progression to dementia in the Lewy body.pdf,October,NACC,91
Alzheimer s   Dementia - 2025 - Yu - Roles of blood monocytes carrying TREM2R47H mutation in pathogenesis of Alzheimer s.pdf,October,PREVENT-AD,92
Alzheimer s   Dementia - 2025 - Zahra - In an older‐age vascular cohort  carotid stenosis is associated with processing.pdf,October,NACC,93
Alzheimer s   Dementia - 2024 - Dintica - Life s Essential 8 and midlife trajectories in cognition and brain health  The.pdf,November,none,2
Alzheimer s   Dementia - 2024 - Kantarci - Premenopausal bilateral oophorectomy and Alzheimer s disease imaging biomarkers.pdf,November,A4 Study,3
Alzheimer s   Dementia - 2025 - Abhyankar - Retinal dysfunction in APOE4 knock‐in mouse model of Alzheimer s disease.pdf,November,none,4
Alzheimer s   Dementia - 2025 - Acharya - Sex‐stratified genome‐wide meta‐analysis identifies novel loci for cognitive.pdf,November,none,5
Alzheimer s   Dementia - 2025 - Ashton - The Alzheimer s Association Global Biomarker Standardization Consortium  GBSC .pdf,November,ADNI,6
Alzheimer s   Dementia - 2025 - Benussi - Plasma p‐tau217 and neurofilament p‐tau217 ratio in differentiating Alzheimer s.pdf,November,NACC; MAPT,7
Alzheimer s   Dementia - 2025 - Biswas - Association of late‐life variability in hemoglobin A1C with postmortem.pdf,November,ROSMAP,8
Alzheimer s   Dementia - 2025 - Bondonno - Source‐specific nitrate intake and incident dementia in the Danish Diet  Cancer.pdf,November,UK Biobank,9
Alzheimer s   Dementia - 2025 - Brodman - Plasma biomarkers  brain amyloid‐beta pathology  and cortical thickness in a.pdf,November,none,10
Alzheimer s   Dementia - 2025 - Cary - Integrated phenotypic and proteomic screening identifies top‐tier Alzheimer s.pdf,November,ROSMAP; MSBB,11
Alzheimer s   Dementia - 2025 - Castellano - APOE  ABCA7  and RASGEF1C are associated with earlier onset of amyloid.pdf,November,BLSA; BIOCARD; WRAP; ADNI; A4 Study,12
Alzheimer s   Dementia - 2025 - Chen - Accelerometer‐measured weekend catch‐up sleep and incident dementia  A prospective.pdf,November,UK Biobank,13
Alzheimer s   Dementia - 2025 - Cheng - The associations between midlife neighborhood socioeconomic conditions and.pdf,November,none,14
Alzheimer s   Dementia - 2025 - Coley - Searching for responders to multidomain dementia prevention in late life  A pooled.pdf,November,MAPT,15
Alzheimer s   Dementia - 2025 - Colloby - Cerebral metabolic covariance in delirium  pattern response to symptomatic.pdf,November,none,16
Alzheimer s   Dementia - 2025 - Counts - Posterior cingulate cortex microRNA dysregulation differentiates cognitive.pdf,November,MAPT,17
Alzheimer s   Dementia - 2025 - Datta - The etiology and prevention of early‐stage tau pathology in higher cortical.pdf,November,MAPT,18
Alzheimer s   Dementia - 2025 - Dellarole - Detection of TDP‐43 seeds in CSF of presymptomatic and symptomatic genetic FTD.pdf,November,MAPT,19
Alzheimer s   Dementia - 2025 - Fang - Detecting Alzheimer s disease using digital virtual reality cognitive tests.pdf,November,ADNI,20
Alzheimer s   Dementia - 2025 - Galvin - Phase 2 study of zervimesine  CT1812  in participants with mild‐to‐moderate.pdf,November,none,21
Alzheimer s   Dementia - 2025 - Genius - Compositional brain scores capture Alzheimer s disease specific structural brain.pdf,November,ADNI; UK Biobank; ALFA,22
Alzheimer s   Dementia - 2025 - He - Development of language composites for enhanced sensitivity to multiple plasma.pdf,November,WRAP; ADNI,23
Alzheimer s   Dementia - 2025 - Janve - Blood gene expression network expression strongly relates to brain amyloid burden.pdf,November,A4 Study,24
Alzheimer s   Dementia - 2025 - Jauregi‐Zinkunegi - Menopausal hormone therapy is associated with worse levels of Alzheimer.pdf,November,WRAP; UK Biobank; EPAD,25
Alzheimer s   Dementia - 2025 - Jiang - Malnutrition exacerbating neuropsychiatric symptoms on the Alzheimer s continuum is.pdf,November,none,26
Alzheimer s   Dementia - 2025 - Jin - Association of rapid eye movement sleep latency with multimodal biomarkers of.pdf,November,none,27
Alzheimer s   Dementia - 2025 - Kang - Intracranial stenosis and longitudinal progression of Alzheimer s disease.pdf,November,KBASE,28
Alzheimer s   Dementia - 2025 - Kemna - Acute effects of lactate infusion on metabolism  AD biomarkers  and cognition  The.pdf,November,none,29
Alzheimer s   Dementia - 2025 - Khachaturian - Perspective  Emerging challenges for a future ADNI.pdf,November,ADNI,30
Alzheimer s   Dementia - 2025 - Kranz - Identification of a glia‐associated amyloid   oligomer subtype and the rescue from.pdf,November,PREVENT-AD,31
Alzheimer s   Dementia - 2025 - Li - Estimated pulse wave velocity associated with cognitive phenotypes in a rural older.pdf,November,none,32
Alzheimer s   Dementia - 2025 - Lin - White matter hyperintensity modulates the amyloid‐tau‐cognition association and.pdf,November,UK Biobank; A4 Study,33
Alzheimer s   Dementia - 2025 - Liou - A neuropathology case report of a woman with Down syndrome who remained cognitively.pdf,November,ADNI,34
Alzheimer s   Dementia - 2025 - Liu - Apolipoprotein E  4 homozygosity exacerbates retinal and cerebral microvascular.pdf,November,none,35
Alzheimer s   Dementia - 2025 - Liu - Avoiding causal fraud in the evaluation of clinical benefits of treatments for.pdf,November,none,36
Alzheimer s   Dementia - 2025 - Lorenz - AD‐related plasma biomarkers in centenarians  links to cognition and.pdf,November,none,37
Alzheimer s   Dementia - 2025 - Lynch - ABBV‐552 in patients with mild Alzheimer s disease  a randomized phase IIb trial.pdf,November,none,38
Alzheimer s   Dementia - 2025 - Madrid - Whole genome methylation sequencing in blood from persons with mild cognitive.pdf,November,WRAP; ADNI; MAPT,39
Alzheimer s   Dementia - 2025 - Montagnese - Structural similarity networks reveal brain vulnerability in dementia.pdf,November,NACC; UK Biobank,40
Alzheimer s   Dementia - 2025 - Mundada - Enrichment of patients with concomitant limbic‐predominant age‐related TDP‐43.pdf,November,ADNI; ADSP,41
Alzheimer s   Dementia - 2025 - Ning - Accelerometer‐measured physical activity timing with incident dementia.pdf,November,UK Biobank,42
Alzheimer s   Dementia - 2025 - Pan - Plasma P‐tau217  GFAP  and NfL as biomarkers for Alzheimer s disease  role in disease.pdf,November,none,43
Alzheimer s   Dementia - 2025 - Páez - Sleep spindles and slow oscillations predict cognition and biomarkers of.pdf,November,none,44
Alzheimer s   Dementia - 2025 - Qin - The genetic landscape of early‐onset Alzheimer s disease in China.pdf,November,NACC; MAPT,45
Alzheimer s   Dementia - 2025 - Rabl - Cerebrospinal fluid proteome alterations related to depressive symptoms in cognitive.pdf,November,ADNI,46
Alzheimer s   Dementia - 2025 - Raeesi - Vascular risk factors mediate the relationship between education and white matter.pdf,November,NACC,47
Alzheimer s   Dementia - 2025 - Rajmohan - Vascular risk factors and cerebrovascular pathologic changes on autopsy  The 90 .pdf,November,NACC,48
Alzheimer s   Dementia - 2025 - Rhodes - Virginia Memory Project  Using the Healthy Brain Initiative Roadmap to design a.pdf,November,WRAP,49
Alzheimer s   Dementia - 2025 - Rikken - Characterizing visual read tau‐PET‐negative participants with Alzheimer s disease.pdf,November,ADNI,50
Alzheimer s   Dementia - 2025 - Rocha - Mapping reactive astrogliosis in Parkinson s brain with astroglial tracers BU99008.pdf,November,none,51
Alzheimer s   Dementia - 2025 - Scambray - Brain and cognitive correlates of social status across race ethnicity and sex.pdf,November,WHICAP,52
Alzheimer s   Dementia - 2025 - Subramaniam - Prevalence of dementia in Singapore  Changes across a decade.pdf,November,none,53
Alzheimer s   Dementia - 2025 - Tablante - The role of bilingualism on functional decline and neurodegeneration in distinct.pdf,November,NACC,54
Alzheimer s   Dementia - 2025 - Tabrizi - Systemic Piezo1 activation improves cerebrovascular function in Alzheimer s.pdf,November,none,55
Alzheimer s   Dementia - 2025 - Walter - Being brave  being seen  and having your voice heard   Perspectives of.pdf,November,none,56
Alzheimer s   Dementia - 2025 - Woo - APOE  4 carriership determines a faster plasma p‐tau217 progression in A ‐positive.pdf,November,ADNI,57
Alzheimer s   Dementia - 2025 - Wyatt‐Johnson - The MR1 MAIT cell axis enhances dystrophic neurite development in Alzheimer.pdf,November,MAPT,58
Alzheimer s   Dementia - 2025 - Wyman‐Chick - Neuropsychological test performance in mild cognitive impairment with Lewy.pdf,November,NACC,59
Alzheimer s   Dementia - 2025 - Xia - Mesial temporal tau pathology impacts basal forebrain degeneration in early Alzheimer.pdf,November,AIBL,60
Alzheimer s   Dementia - 2025 - Xie - A multi‐cohort study of longitudinal and cross‐sectional Alzheimer s disease.pdf,November,ADNI; A4 Study,61
Alzheimer s   Dementia - 2025 - Xie - Neural deterioration and compensation in visual short‐term memory among individuals.pdf,November,none,62
Alzheimer s   Dementia - 2025 - Yang - PAK1 inhibitor NVS‐PAK1‐1 preserves dendritic spines in amyloid tau exposed neurons.pdf,November,none,63
Alzheimer s   Dementia - 2025 - Ye - Degenerative pathologies on cortical biopsy  dopaminergic depletion  and shunt.pdf,November,none,64
Alzheimer s   Dementia - 2025 - Yeo - Dual sensory impairment  Global prevalence  future projections  and its association.pdf,November,none,65
Alzheimer s   Dementia - 2025 - Zhang - Associations between cerebral blood transit time  amyloid‐  pathology and cognitive.pdf,November,ADNI,66
Alzheimer s   Dementia - 2025 - Zhang - Epigenetic clocks and longitudinal plasma biomarkers of Alzheimer s disease.pdf,November,ADNI,67
Alzheimer s   Dementia - 2026 - Afrooz - The impact of sex on clinical profiles of patients with behavioral variant.pdf,November,NACC,68
Alzheimer s   Dementia - 2026 - Bacci - The association of Alzheimer s disease and related dementias blood‐based biomarkers.pdf,November,none,69
Alzheimer s   Dementia - 2026 - Gutierrez - Evaluating segregated school attendance as a mediator of geographic inequities.pdf,November,none,70
Alzheimer s   Dementia - 2026 - Hauger - A blood based mitochondrial functional index biomarker for Alzheimer s disease.pdf,November,NACC; ADNI,71
Alzheimer s   Dementia - 2026 - He - Association between basal forebrain volume and age in the presenilin‐1 E280A autosomal.pdf,November,none,72
Alzheimer s   Dementia - 2026 - Herd - Early‐life influences on the risk for later‐life Alzheimer s and non‐Alzheimer s.pdf,November,none,73
Alzheimer s   Dementia - 2026 - Li - Spatial and temporal effects of cortical cerebral microinfarcts on the cortical and.pdf,November,none,74
Alzheimer s   Dementia - 2026 - Lin - A vision language foundation model for Alzheimer s disease diagnosis using MRI and.pdf,November,ADNI; AIBL,75
Alzheimer s   Dementia - 2026 - Oh - Apathy  depression  and dementia risk in older adults  A global collaborative study.pdf,November,none,76
Alzheimer s   Dementia - 2026 - Stiver - Sleep duration promotes resistance and resilience to tau in older women at risk.pdf,November,ADNI,77
Alzheimer s   Dementia - 2026 - Wu - Single‐cell landscape of sex‐specific drivers of Alzheimer s disease.pdf,November,ADNI; SEA-AD,78
